championName,championId,Win,Lose,vs아트록스(승),vs아트록스(패),vs아리(승),vs아리(패),vs아칼리(승),vs아칼리(패),vs아크샨(승),vs아크샨(패),vs알리스타(승),vs알리스타(패),vs아무무(승),vs아무무(패),vs애니비아(승),vs애니비아(패),vs애니(승),vs애니(패),vs아펠리오스(승),vs아펠리오스(패),vs애쉬(승),vs애쉬(패),vs아우렐리온 솔(승),vs아우렐리온 솔(패),vs아지르(승),vs아지르(패),vs바드(승),vs바드(패),vs벨베스(승),vs벨베스(패),vs블리츠크랭크(승),vs블리츠크랭크(패),vs브랜드(승),vs브랜드(패),vs브라움(승),vs브라움(패),vs케이틀린(승),vs케이틀린(패),vs카밀(승),vs카밀(패),vs카시오페아(승),vs카시오페아(패),vs초가스(승),vs초가스(패),vs코르키(승),vs코르키(패),vs다리우스(승),vs다리우스(패),vs다이애나(승),vs다이애나(패),vs드레이븐(승),vs드레이븐(패),vs문도 박사(승),vs문도 박사(패),vs에코(승),vs에코(패),vs엘리스(승),vs엘리스(패),vs이블린(승),vs이블린(패),vs이즈리얼(승),vs이즈리얼(패),vs피들스틱(승),vs피들스틱(패),vs피오라(승),vs피오라(패),vs피즈(승),vs피즈(패),vs갈리오(승),vs갈리오(패),vs갱플랭크(승),vs갱플랭크(패),vs가렌(승),vs가렌(패),vs나르(승),vs나르(패),vs그라가스(승),vs그라가스(패),vs그레이브즈(승),vs그레이브즈(패),vs그웬(승),vs그웬(패),vs헤카림(승),vs헤카림(패),vs하이머딩거(승),vs하이머딩거(패),vs일라오이(승),vs일라오이(패),vs이렐리아(승),vs이렐리아(패),vs아이번(승),vs아이번(패),vs잔나(승),vs잔나(패),vs자르반 4세(승),vs자르반 4세(패),vs잭스(승),vs잭스(패),vs제이스(승),vs제이스(패),vs진(승),vs진(패),vs징크스(승),vs징크스(패),vs카이사(승),vs카이사(패),vs칼리스타(승),vs칼리스타(패),vs카르마(승),vs카르마(패),vs카서스(승),vs카서스(패),vs카사딘(승),vs카사딘(패),vs카타리나(승),vs카타리나(패),vs케일(승),vs케일(패),vs케인(승),vs케인(패),vs케넨(승),vs케넨(패),vs카직스(승),vs카직스(패),vs킨드레드(승),vs킨드레드(패),vs클레드(승),vs클레드(패),vs코그모(승),vs코그모(패),vs르블랑(승),vs르블랑(패),vs리 신(승),vs리 신(패),vs레오나(승),vs레오나(패),vs릴리아(승),vs릴리아(패),vs리산드라(승),vs리산드라(패),vs루시안(승),vs루시안(패),vs룰루(승),vs룰루(패),vs럭스(승),vs럭스(패),vs말파이트(승),vs말파이트(패),vs말자하(승),vs말자하(패),vs마오카이(승),vs마오카이(패),vs마스터 이(승),vs마스터 이(패),vs미스포츈(승),vs미스포츈(패),vs오공(승),vs오공(패),vs모데카이저(승),vs모데카이저(패),vs모르가나(승),vs모르가나(패),vs나미(승),vs나미(패),vs나서스(승),vs나서스(패),vs노틸러스(승),vs노틸러스(패),vs니코(승),vs니코(패),vs니달리(승),vs니달리(패),vs닐라(승),vs닐라(패),vs녹턴(승),vs녹턴(패),vs누누와 윌럼프(승),vs누누와 윌럼프(패),vs올라프(승),vs올라프(패),vs오리아나(승),vs오리아나(패),vs오른(승),vs오른(패),vs판테온(승),vs판테온(패),vs뽀삐(승),vs뽀삐(패),vs파이크(승),vs파이크(패),vs키아나(승),vs키아나(패),vs퀸(승),vs퀸(패),vs라칸(승),vs라칸(패),vs람머스(승),vs람머스(패),vs렉사이(승),vs렉사이(패),vs렐(승),vs렐(패),vs레타나 글라스크(승),vs레타나 글라스크(패),vs레넥톤(승),vs레넥톤(패),vs렝가(승),vs렝가(패),vs리븐(승),vs리븐(패),vs럼블(승),vs럼블(패),vs라이즈(승),vs라이즈(패),vs사미라(승),vs사미라(패),vs세주아니(승),vs세주아니(패),vs세나(승),vs세나(패),vs세라핀(승),vs세라핀(패),vs세트(승),vs세트(패),vs샤코(승),vs샤코(패),vs쉔(승),vs쉔(패),vs쉬바나(승),vs쉬바나(패),vs신지드(승),vs신지드(패),vs사이온(승),vs사이온(패),vs시비르(승),vs시비르(패),vs스카너(승),vs스카너(패),vs소나(승),vs소나(패),vs소라카(승),vs소라카(패),vs스웨인(승),vs스웨인(패),vs사일러스(승),vs사일러스(패),vs신드라(승),vs신드라(패),vs탐 켄치(승),vs탐 켄치(패),vs탈리야(승),vs탈리야(패),vs탈론(승),vs탈론(패),vs타릭(승),vs타릭(패),vs티모(승),vs티모(패),vs쓰레쉬(승),vs쓰레쉬(패),vs트리스타나(승),vs트리스타나(패),vs트런들(승),vs트런들(패),vs트린다미어(승),vs트린다미어(패),vs트위스티드 페이트(승),vs트위스티드 페이트(패),vs트위치(승),vs트위치(패),vs우디르(승),vs우디르(패),vs우르곳(승),vs우르곳(패),vs바루스(승),vs바루스(패),vs베인(승),vs베인(패),vs베이가(승),vs베이가(패),vs벨코즈(승),vs벨코즈(패),vs벡스(승),vs벡스(패),vs바이(승),vs바이(패),vs비에고(승),vs비에고(패),vs빅토르(승),vs빅토르(패),vs블라디미르(승),vs블라디미르(패),vs볼리베어(승),vs볼리베어(패),vs워윅(승),vs워윅(패),vs자야(승),vs자야(패),vs제라스(승),vs제라스(패),vs신 짜오(승),vs신 짜오(패),vs야스오(승),vs야스오(패),vs요네(승),vs요네(패),vs요릭(승),vs요릭(패),vs유미(승),vs유미(패),vs자크(승),vs자크(패),vs제드(승),vs제드(패),vs제리(승),vs제리(패),vs직스(승),vs직스(패),vs질리언(승),vs질리언(패),vs조이(승),vs조이(패),vs자이라(승),vs자이라(패)
킨드레드,203,408,347,54,56,5,9,33,24,14,5,11,13,27,20,2,2,1,1,29,30,18,11,0,1,17,13,13,16,11,10,21,17,2,2,10,9,35,30,14,17,3,4,3,2,0,2,7,6,5,5,17,11,1,2,15,5,10,11,0,1,37,27,6,3,23,14,4,2,21,16,20,12,2,0,12,6,17,19,81,90,3,1,32,18,6,5,2,1,21,22,1,0,2,3,6,3,18,22,6,6,22,9,19,11,61,68,17,22,29,22,22,14,2,2,6,5,1,0,5,1,11,11,5,8,-1,-1,2,3,0,0,13,8,50,56,10,13,7,6,1,0,10,5,18,14,9,5,0,1,0,0,51,35,1,5,26,24,2,0,3,0,6,5,2,1,3,5,49,32,1,2,34,31,7,3,2,3,10,8,5,5,9,5,14,11,8,8,10,6,23,16,14,5,5,3,22,15,6,3,9,5,20,27,16,10,35,27,6,6,11,7,21,16,4,7,30,20,22,18,4,2,2,3,28,25,3,8,8,6,1,0,1,5,1,2,9,8,1,2,0,0,10,10,5,3,46,36,31,25,3,4,34,30,14,8,3,9,0,1,22,31,15,17,2,1,3,7,12,6,9,8,1,6,4,4,22,32,6,1,2,2,3,2,13,16,9,10,24,15,26,26,8,5,2,0,4,1,5,5,4,2,5,4,17,10,38,22,2,1,20,6,7,9,13,6,2,1,3,1,4,0,23,27,1,1
클레드,240,61,52,7,10,1,1,4,4,3,1,2,3,3,5,0,0,0,0,2,8,5,3,0,1,2,1,2,3,2,3,4,5,0,0,2,1,8,3,6,3,3,1,1,1,0,0,3,1,0,0,1,3,0,0,4,1,0,5,0,0,3,2,0,0,1,0,0,1,6,4,5,1,0,0,0,3,2,3,10,3,0,0,7,3,0,0,0,0,4,4,1,0,1,0,0,0,6,1,0,0,1,2,3,0,17,11,4,0,2,2,2,1,0,1,1,3,0,0,0,0,4,2,0,2,3,2,-1,-1,0,0,2,0,10,4,0,2,2,1,1,0,1,1,6,2,1,1,0,0,0,0,8,8,1,1,1,4,0,0,1,1,0,0,0,0,0,0,6,3,1,0,5,6,2,1,1,0,2,1,1,0,0,1,0,1,0,1,0,2,1,5,1,3,1,0,3,5,1,2,1,1,3,2,1,1,3,5,3,0,2,2,1,4,1,2,2,6,4,2,0,1,0,1,5,5,0,3,1,1,0,1,0,0,1,2,2,2,0,0,0,0,1,0,0,0,3,5,6,2,0,0,7,1,0,2,2,1,0,0,2,5,3,1,2,1,0,1,0,1,1,1,0,1,0,0,2,1,5,2,0,0,0,0,4,2,1,2,3,6,4,3,0,0,1,0,0,0,0,1,0,0,2,0,6,1,3,2,0,0,3,0,2,1,0,0,0,0,0,0,1,1,3,1,1,0
코그모,96,13,21,1,4,1,1,1,1,0,1,1,0,2,2,0,0,0,1,0,2,1,2,0,0,0,0,0,2,0,1,1,0,1,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,1,0,2,3,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,-1,-1,0,1,1,2,0,0,0,1,0,0,0,1,0,1,1,2,0,0,0,0,2,2,0,0,1,0,0,1,1,0,0,0,0,2,0,0,2,2,0,0,1,3,1,0,0,0,0,1,0,0,0,2,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,2,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,1,0,0,1,2,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,2,0,0,0,1,0,1,1,0,1,1,0,0,1,2,1,0,1,2,0,1,0,0,0,0,0,3,0,0
르블랑,7,143,146,17,25,4,5,18,17,4,4,3,4,5,6,0,0,0,0,14,14,5,4,0,0,6,6,6,3,4,7,6,9,1,0,2,2,15,10,6,8,2,1,1,1,0,0,2,1,2,3,2,8,2,0,4,2,2,4,0,0,11,9,2,1,10,2,1,1,3,5,8,6,0,0,4,1,9,9,15,14,1,1,10,7,0,5,1,1,14,13,2,0,2,1,3,0,6,4,4,3,10,8,6,4,22,27,10,11,12,14,2,4,0,1,5,4,0,0,2,1,3,3,0,3,8,13,0,2,1,0,-1,-1,9,21,5,4,5,0,7,6,4,0,7,5,7,1,1,2,1,0,16,17,1,1,14,12,1,0,0,1,3,1,0,0,0,0,13,14,0,0,15,20,2,1,0,0,4,2,5,1,2,1,2,8,3,5,2,3,7,12,5,10,2,3,6,5,2,1,3,2,6,7,4,9,7,6,6,4,2,1,3,12,2,2,8,13,7,8,0,0,0,1,5,7,4,3,3,3,0,0,0,2,0,0,3,3,0,0,0,0,1,4,1,0,10,11,9,16,0,0,16,10,3,7,4,3,2,1,16,15,4,4,1,1,2,5,1,2,1,0,1,1,0,3,9,8,0,0,1,0,0,1,6,8,5,4,15,9,4,8,7,3,0,0,0,0,1,5,0,1,2,2,3,2,14,14,0,1,6,3,7,0,10,2,0,1,1,1,2,1,16,10,0,1
리 신,64,590,590,91,102,8,5,40,35,17,15,23,18,43,47,5,3,1,0,41,40,41,22,0,0,19,14,29,13,14,18,26,29,2,4,10,9,48,48,26,25,9,9,1,4,0,2,6,7,12,14,20,22,1,6,13,15,13,13,0,3,58,46,16,10,29,25,8,6,30,37,30,40,6,4,21,14,26,21,103,101,7,4,27,36,9,8,2,1,39,33,4,3,6,5,6,5,34,27,12,10,31,24,9,21,109,104,37,30,29,34,13,23,0,6,15,16,1,0,4,5,26,27,5,7,56,50,4,10,2,1,21,9,-1,-1,28,27,10,15,5,4,15,9,36,30,20,18,3,2,2,1,58,63,6,3,56,50,11,5,6,1,5,6,2,3,3,3,50,63,3,3,58,87,7,10,3,1,12,9,8,7,7,9,13,19,15,11,14,20,38,35,19,23,4,3,20,22,6,7,20,17,24,35,20,23,41,36,13,15,5,8,25,32,9,10,37,40,26,28,5,5,5,4,48,42,13,12,10,14,3,1,6,6,4,5,15,14,0,0,0,0,10,8,3,4,54,66,30,27,4,3,39,43,14,26,9,10,1,4,37,41,26,31,4,1,8,15,11,15,7,6,12,4,2,1,30,45,10,4,2,0,0,1,23,19,19,20,66,42,46,42,14,13,2,1,3,0,5,13,7,3,2,6,13,16,52,46,1,1,25,21,10,15,25,21,3,3,1,2,6,2,47,43,1,5
레오나,89,253,228,40,43,6,1,27,9,13,15,24,13,24,34,0,0,0,0,23,15,14,10,0,0,11,9,6,5,6,7,10,6,1,1,5,9,13,9,9,9,4,5,1,0,0,1,3,4,6,8,11,10,3,2,7,3,5,3,1,1,19,14,2,0,11,6,1,1,8,9,9,7,2,1,15,8,6,8,38,33,5,2,28,13,4,6,0,0,15,17,1,0,4,2,4,2,9,15,2,0,6,6,7,9,54,46,15,21,12,5,9,14,1,1,8,5,0,0,2,2,12,13,2,2,13,10,2,0,0,0,4,5,27,28,-1,-1,5,3,5,1,7,3,10,4,6,5,1,1,0,0,22,32,4,3,26,18,1,1,2,1,3,3,0,0,1,2,47,33,2,1,16,16,2,4,0,1,7,3,4,0,4,1,7,14,8,5,4,7,12,8,6,9,1,5,14,12,4,0,3,7,11,4,3,13,12,14,7,2,2,3,9,12,3,4,14,14,11,5,1,3,2,1,18,17,1,5,9,4,1,0,0,1,0,0,4,3,0,0,0,0,5,4,3,5,40,28,13,9,5,1,16,28,7,5,5,4,1,1,17,12,10,10,3,0,5,3,2,4,2,4,1,1,1,2,15,19,6,3,2,1,0,1,5,7,7,9,21,20,13,17,7,10,1,1,2,2,3,3,0,1,0,2,15,9,16,22,1,0,7,5,3,6,9,7,1,2,1,2,0,1,22,16,0,2
릴리아,876,79,96,9,14,1,1,9,8,2,4,3,5,9,6,0,0,0,0,10,7,1,7,0,0,2,3,1,2,0,2,5,3,0,0,0,3,5,6,2,4,1,0,1,1,0,0,2,1,2,2,2,3,1,0,3,2,2,0,0,0,1,9,0,0,3,7,1,0,2,7,4,5,2,1,2,2,3,2,9,11,2,0,5,8,2,1,0,0,5,11,0,0,0,1,0,2,4,5,1,1,3,6,2,2,12,21,9,7,4,8,1,7,0,0,2,0,0,0,2,4,4,2,0,1,6,7,1,2,1,0,0,5,15,10,3,5,-1,-1,0,2,3,2,6,3,1,2,1,0,1,0,8,12,0,0,9,4,0,0,1,0,1,0,1,1,0,0,10,12,0,0,15,12,0,0,1,1,1,2,2,1,0,0,8,5,2,1,1,1,2,5,0,3,0,0,4,5,3,2,1,3,5,6,4,2,4,12,2,2,0,2,8,4,0,0,6,6,1,6,0,1,0,0,6,10,3,1,3,5,1,0,2,0,0,0,0,3,0,0,0,0,0,1,1,3,7,9,1,3,0,1,8,10,3,2,4,1,0,1,5,5,3,6,0,0,2,3,3,1,1,2,0,1,0,0,3,5,0,0,0,1,2,0,1,2,0,2,2,5,6,7,0,4,0,0,0,0,2,1,1,0,1,0,3,5,10,5,0,0,3,4,3,1,2,2,0,0,2,0,0,0,5,4,0,0
리산드라,127,27,42,7,3,0,2,2,1,0,0,0,0,1,3,1,0,0,0,2,5,1,2,0,0,0,1,0,1,1,4,2,1,0,1,0,1,1,1,0,2,0,1,0,0,0,0,2,1,1,2,0,3,0,1,0,1,0,0,0,0,2,4,0,0,0,2,0,0,1,1,3,1,0,0,2,0,0,0,5,6,0,1,1,1,0,0,0,0,3,7,0,0,0,3,1,1,1,1,0,1,1,2,0,1,3,6,0,1,1,3,0,3,0,0,1,1,0,0,0,0,0,2,1,0,0,1,0,1,0,0,6,7,4,5,1,5,2,0,-1,-1,0,1,2,1,2,0,0,0,1,0,6,6,1,1,4,6,1,0,0,0,0,1,0,0,0,0,3,1,0,0,2,2,0,1,0,0,0,1,0,2,0,0,0,2,1,0,1,0,1,1,1,3,0,0,0,2,0,0,0,0,0,3,4,1,1,5,0,1,0,1,1,3,0,0,2,3,0,4,0,0,1,0,2,2,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,3,2,0,1,2,0,2,7,1,1,0,0,0,0,0,3,3,0,1,0,0,0,1,0,0,2,0,0,1,0,5,3,1,0,1,0,0,0,0,6,0,3,2,2,3,2,0,0,0,0,0,0,1,1,0,0,0,1,3,2,1,2,0,0,0,2,1,0,1,5,0,0,0,0,0,0,3,2,0,0
루시안,236,90,109,13,14,1,2,2,4,3,3,3,4,9,10,0,2,0,0,6,7,4,2,0,0,2,6,2,3,2,2,6,6,2,0,1,1,4,6,5,2,2,5,0,3,0,1,3,3,4,2,1,5,2,0,6,1,4,1,0,1,9,11,1,1,3,5,0,0,6,5,4,6,1,1,1,2,1,4,7,12,1,0,3,2,1,2,1,0,6,7,0,1,1,1,2,0,3,4,2,0,5,3,1,2,25,27,6,5,7,3,2,5,0,1,6,3,1,0,1,2,2,3,0,0,5,10,1,1,1,0,0,4,9,15,3,7,2,3,1,0,-1,-1,3,10,1,1,0,4,0,0,12,10,3,3,7,7,0,0,2,3,0,2,1,0,1,0,4,9,0,0,8,8,0,2,1,3,1,2,1,5,0,2,3,3,0,5,3,2,9,9,3,2,0,0,9,3,3,0,3,1,0,3,6,4,12,9,1,3,1,3,5,3,0,1,6,7,4,5,1,2,0,1,2,5,0,4,3,0,1,1,1,2,0,1,3,4,0,0,0,0,1,1,2,1,10,9,9,12,1,1,9,8,1,1,0,2,0,2,6,8,4,6,0,3,0,2,1,5,0,3,1,3,0,0,5,5,1,3,0,0,0,0,3,2,4,5,6,4,5,7,3,5,1,2,0,1,1,3,1,0,0,2,6,2,10,7,1,0,3,7,2,2,4,5,0,1,0,0,1,0,5,7,1,0
룰루,117,279,322,44,44,7,6,19,16,9,7,8,7,20,19,2,1,0,1,18,13,18,22,0,0,9,6,10,12,9,10,15,17,1,1,4,2,21,32,11,11,6,9,0,1,0,0,8,6,8,7,10,17,2,5,9,6,11,8,2,0,23,29,4,1,13,11,1,0,19,14,17,16,1,0,5,5,11,14,37,49,3,3,18,12,4,7,2,5,13,21,4,0,4,1,4,7,13,22,2,5,8,22,9,5,52,58,16,16,14,35,10,11,0,2,9,2,0,1,2,6,15,12,2,9,14,18,2,6,1,0,5,7,30,36,4,10,3,6,1,2,10,3,-1,-1,5,9,1,3,1,1,34,30,4,6,23,29,4,4,4,1,1,5,1,4,1,2,31,36,1,2,29,36,6,4,3,1,5,9,4,5,6,3,7,14,4,4,7,7,11,11,12,11,2,0,15,14,3,3,3,4,11,19,16,9,27,22,11,7,2,9,13,22,4,4,24,19,12,13,3,4,2,2,23,19,4,2,5,10,0,1,0,5,1,4,7,8,1,2,1,0,8,7,4,3,19,31,13,17,4,5,15,23,9,14,3,4,3,5,25,19,8,10,2,1,3,8,8,5,8,2,5,5,1,2,10,21,4,3,1,4,2,2,7,9,11,11,12,17,18,18,4,7,1,1,1,4,3,9,1,5,2,3,13,10,23,19,2,1,16,22,5,6,9,12,0,4,2,1,5,0,21,44,3,2
럭스,99,125,133,26,14,2,1,13,11,4,6,1,0,8,7,0,0,0,0,12,7,10,13,0,0,6,0,3,4,2,7,4,4,4,0,0,0,9,13,6,7,1,1,2,1,1,0,2,1,6,3,4,4,1,0,4,2,1,3,0,1,10,8,2,1,5,7,1,2,12,11,7,9,1,0,4,1,4,6,14,17,1,1,8,11,3,4,0,1,5,10,0,0,1,0,2,1,5,5,1,1,14,16,4,3,15,26,4,2,16,18,7,5,1,0,1,1,0,1,4,4,2,4,1,2,5,9,1,1,2,1,1,7,18,20,5,6,2,1,0,2,1,1,9,5,-1,-1,0,1,0,0,11,11,2,0,9,9,0,3,1,1,1,2,2,1,1,2,12,17,0,0,12,15,1,2,2,0,1,2,5,3,2,3,4,6,2,3,6,6,10,7,5,5,0,0,3,0,0,2,4,1,1,7,4,4,5,11,5,3,2,1,8,8,2,1,5,7,7,4,1,3,1,2,11,11,3,1,2,2,0,0,1,3,0,1,2,3,0,0,1,0,2,7,3,2,7,14,9,8,0,0,8,2,4,6,3,1,1,0,8,9,3,3,2,0,2,3,1,5,1,2,0,0,0,1,9,11,2,0,2,0,0,1,3,10,5,3,5,7,13,11,2,5,0,0,0,1,2,3,3,0,0,2,4,4,8,10,0,1,9,4,4,3,3,2,1,0,0,0,1,0,6,9,1,0
말파이트,54,27,22,3,2,0,0,0,4,4,3,0,2,1,2,0,0,1,0,1,1,0,1,0,0,1,1,2,0,0,1,1,2,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,3,0,0,5,0,0,0,3,2,0,0,0,3,1,2,0,0,1,0,1,0,3,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,1,0,1,0,1,1,2,7,3,1,1,0,1,0,0,0,0,0,0,0,3,0,1,1,1,0,1,0,0,0,0,0,2,1,2,3,1,1,0,1,0,0,4,0,3,1,1,0,-1,-1,0,0,4,6,0,1,3,3,1,1,0,1,0,0,0,0,0,0,3,2,0,0,1,2,1,0,0,0,2,0,0,0,0,1,0,2,2,0,0,1,0,2,1,1,4,1,2,2,1,0,0,1,0,1,1,0,0,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,2,3,1,0,0,2,4,0,0,0,0,0,0,3,2,1,0,0,0,0,0,2,2,2,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,1,2,0,0,1,0,1,1,0,0,0,0,0,3,1,1,0
말자하,90,12,12,1,2,1,0,1,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2,3,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,-1,-1,4,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0
마오카이,57,513,498,67,61,13,10,42,41,10,11,21,20,35,37,3,2,0,0,40,35,21,17,0,1,18,13,16,22,20,16,24,18,6,1,12,13,37,36,31,30,10,9,2,5,0,0,9,6,11,10,18,19,1,4,13,11,11,13,1,0,40,44,6,4,28,26,4,5,26,26,24,19,4,0,11,16,33,34,67,67,11,5,27,29,8,6,1,8,22,23,2,0,6,2,5,4,15,27,3,10,20,17,12,18,105,87,28,30,28,32,20,16,4,2,10,7,0,1,6,12,16,19,7,4,35,51,8,8,2,2,17,16,63,58,32,22,12,8,6,6,10,12,30,34,11,11,6,4,1,4,-1,-1,4,5,29,27,6,4,10,6,10,10,1,2,6,3,43,53,1,5,52,59,7,13,3,1,9,8,7,9,5,10,17,22,8,6,17,15,34,28,22,17,6,7,25,21,6,6,13,7,24,31,26,22,45,36,14,8,8,4,29,33,2,7,34,34,29,17,4,5,3,9,39,31,7,4,14,13,0,0,3,9,6,6,23,14,0,0,0,0,6,3,2,8,65,61,28,18,8,5,41,33,14,10,9,12,3,2,31,36,21,34,6,2,8,6,5,9,5,5,4,7,1,0,35,37,6,10,6,0,2,0,15,20,12,23,36,33,29,32,11,12,0,1,6,2,11,6,7,2,2,5,17,11,37,39,0,3,22,19,12,14,21,8,6,3,0,3,2,3,35,29,3,0
마스터 이,11,65,54,12,6,0,1,3,5,1,0,2,2,7,4,0,0,0,0,5,4,2,3,0,0,1,2,0,0,3,4,4,1,1,1,1,0,6,4,0,4,2,2,0,1,0,0,3,3,1,3,1,1,0,0,3,2,0,1,1,0,5,6,0,2,2,2,0,0,5,4,3,3,0,0,1,1,2,2,10,7,0,0,3,5,0,0,0,0,6,4,1,1,0,1,1,0,5,2,0,0,3,2,1,1,14,9,4,2,3,6,2,3,0,0,0,5,0,0,0,1,4,2,4,1,5,1,1,1,0,0,1,1,3,6,3,4,0,0,1,1,3,3,6,4,0,2,1,0,1,0,5,4,-1,-1,2,2,0,0,0,0,0,0,0,1,0,1,7,7,0,0,11,7,3,2,3,0,2,0,0,4,0,0,4,1,2,0,3,2,5,5,1,4,2,1,3,1,1,3,2,1,2,4,5,2,3,2,3,1,1,2,4,2,1,0,5,5,3,3,2,1,2,3,3,7,1,1,1,0,0,0,2,1,1,0,2,0,0,0,1,0,0,0,2,0,4,3,2,1,1,0,3,4,1,4,0,0,0,0,3,2,3,1,1,0,0,2,0,1,0,0,0,1,0,0,0,2,2,1,0,0,0,0,2,1,3,1,5,2,3,2,0,1,1,0,1,0,2,2,2,3,1,0,2,2,5,1,1,0,2,2,1,1,4,1,0,0,0,0,1,0,5,0,1,0
미스포츈,21,372,391,44,56,3,5,29,29,18,11,10,18,30,33,2,0,0,0,32,28,20,15,0,0,19,8,18,9,11,16,13,9,3,3,12,7,34,27,19,19,13,5,2,1,1,1,5,7,9,9,13,19,3,4,8,6,6,13,0,2,34,32,11,5,18,18,5,4,14,16,15,19,2,4,13,6,21,24,54,51,6,1,31,26,10,5,3,5,17,25,0,1,1,1,6,3,15,26,4,6,18,14,9,14,83,122,15,17,21,19,11,14,3,3,9,12,0,1,5,4,12,11,4,9,24,26,4,1,0,1,12,14,50,56,18,26,4,9,6,4,7,7,29,23,9,9,3,3,0,1,27,29,2,2,-1,-1,4,2,0,1,5,7,0,3,3,0,44,41,1,3,29,43,13,6,4,3,3,5,11,9,4,8,16,22,7,7,8,10,15,17,12,7,6,3,24,17,3,2,12,9,10,21,12,14,18,22,12,7,4,5,16,13,3,1,20,20,17,25,6,4,4,5,22,31,7,2,7,5,1,1,1,2,2,3,13,8,2,1,0,0,8,10,3,6,45,49,12,20,5,2,26,27,10,9,7,5,2,2,16,34,13,18,2,4,4,8,8,7,7,3,5,3,0,3,27,30,8,3,4,3,2,1,10,14,8,5,25,31,29,26,15,11,0,2,1,0,3,6,4,2,4,2,15,10,25,30,3,1,11,10,5,8,13,15,1,1,2,2,4,1,25,25,0,2
오공,62,26,34,3,4,0,1,3,2,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,3,1,1,0,3,5,1,1,0,0,1,0,2,2,5,6,0,0,2,0,0,0,0,0,1,3,0,0,1,0,0,0,1,1,1,1,0,0,0,3,7,7,0,1,0,2,0,2,0,0,1,1,0,0,0,0,1,1,0,1,0,2,0,0,1,0,0,1,5,11,1,1,0,0,0,1,0,0,4,4,3,0,1,1,0,0,4,6,0,0,2,4,-1,-1,0,0,1,0,0,0,0,0,1,3,0,1,3,3,1,2,0,0,1,0,1,1,1,0,2,4,2,1,2,1,2,4,1,2,0,0,2,2,0,0,2,0,2,2,0,2,0,2,0,1,0,0,1,0,0,1,4,4,1,2,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,1,2,3,0,2,1,0,3,2,0,2,1,0,0,0,2,2,1,2,0,1,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,1,0,3,0,2,1,3,0,0,0,0,1,0,0,1,1,0,1,0,0,4,0,0,2,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0
